"CustomerID","PersonID","Territory","StoreID"
22269,5576,Southwest,
26689,10970,Southwest,
27546,5325,Southwest,
16865,6891,Southwest,
20097,7213,Southwest,
24221,15289,Southwest,
26807,17513,Southwest,
14269,17161,Southwest,
18231,6248,Southwest,
18460,7828,Southwest,
20098,12023,Southwest,
26469,13963,Southwest,
19859,2425,Southwest,
21369,12490,Southwest,
24686,8827,Southwest,
11877,12783,Southwest,
13879,19098,Southwest,
26172,10452,Southwest,
11837,3445,Southwest,
19164,9236,Southwest,
22330,17309,Southwest,
25841,20677,Southwest,
28089,4442,Southwest,
18360,5315,Southwest,
19206,20021,Southwest,
26257,14707,Southwest,
28658,19803,Southwest,
13992,2581,Southwest,
21440,14981,Southwest,
26674,12427,Southwest,
18378,13473,Southwest,
18764,10138,Southwest,
19124,15170,Southwest,
26089,17246,Southwest,
27251,3522,Southwest,
27917,8038,Southwest,
28014,11367,Southwest,
19111,7999,Southwest,
22132,15512,Southwest,
28773,11838,Southwest,
11625,18446,Southwest,
14408,19797,Southwest,
28294,12754,Southwest,
20298,8128,Southwest,
14354,4349,Southwest,
21242,20728,Southwest,
23212,17596,Southwest,
24527,13286,Southwest,
14507,17173,Southwest,
19145,3143,Southwest,
19393,4079,Southwest,
24680,5700,Southwest,
25154,14636,Southwest,
11524,11540,Southwest,
17173,6674,Southwest,
19880,19534,Southwest,
21697,13461,Southwest,
23016,19448,Southwest,
26014,19321,Southwest,
26555,13511,Southwest,
12111,7760,Southwest,
13324,20206,Southwest,
18804,5503,Southwest,
21281,10128,Southwest,
21315,6050,Southwest,
22036,10886,Southwest,
24793,14957,Southwest,
29009,4030,Southwest,
17684,18507,Southwest,
19160,10073,Southwest,
13859,20567,Southwest,
18779,16621,Southwest,
20305,5535,Southwest,
21341,14150,Southwest,
29264,7956,Southwest,
11229,15841,Southwest,
15886,18821,Southwest,
16760,2905,Southwest,
17142,13971,Southwest,
21416,6562,Southwest,
23360,4613,Southwest,
24427,3120,Southwest,
27661,18246,Southwest,
13181,14949,Southwest,
17581,5184,Southwest,
27379,7471,Southwest,
13487,12248,Southwest,
18831,2727,Southwest,
12933,17457,Southwest,
18388,20430,Southwest,
21330,11241,Southwest,
26479,2922,Southwest,
11320,10675,Southwest,
14603,8616,Southwest,
20702,13370,Southwest,
23862,9829,Southwest,
24761,14470,Southwest,
25427,12722,Southwest,
29011,9575,Southwest,
11210,13628,Southwest,
11939,5807,Southwest,
17525,17171,Southwest,
18993,5793,Southwest,
19659,3780,Southwest,
25151,19862,Southwest,
26123,10137,Southwest,
11083,20135,Southwest,
20536,3567,Southwest,
24769,9340,Southwest,
28774,6125,Southwest,
11202,7092,Southwest,
16816,11045,Southwest,
21937,20711,Southwest,
28252,2846,Southwest,
13728,3538,Southwest,
15202,13613,Southwest,
17467,13093,Southwest,
19825,9681,Southwest,
24974,5060,Southwest,
14409,5313,Southwest,
18521,18820,Southwest,
23153,10100,Southwest,
27067,11106,Southwest,
13314,16940,Southwest,
18340,8427,Southwest,
19129,13261,Southwest,
21433,10745,Southwest,
28860,4704,Southwest,
11053,7430,Southwest,
15480,16259,Southwest,
18616,13158,Southwest,
22336,18337,Southwest,
24806,7841,Southwest,
27541,12385,Southwest,
29261,16017,Southwest,
29220,14081,Southwest,
17663,12697,Southwest,
19402,4027,Southwest,
19665,13752,Southwest,
27410,19257,Southwest,
11089,3950,Southwest,
15568,5515,Southwest,
15873,3161,Southwest,
22227,11580,Southwest,
26519,19238,Southwest,
11327,12429,Southwest,
16212,8935,Southwest,
24823,17953,Southwest,
25434,16637,Southwest,
28038,19176,Southwest,
27647,18434,Southwest,
13387,7274,Southwest,
23075,9924,Southwest,
24526,13321,Southwest,
27266,7382,Southwest,
13168,13019,Southwest,
17011,10109,Southwest,
19403,20658,Southwest,
21454,5297,Southwest,
22720,6421,Southwest,
23093,15538,Southwest,
12015,18696,Southwest,
15891,16571,Southwest,
19163,8884,Southwest,
20512,9778,Southwest,
26300,6055,Southwest,
13364,11268,Southwest,
14653,15818,Southwest,
16126,8012,Southwest,
23272,12893,Southwest,
24993,6930,Southwest,
25840,3508,Southwest,
16112,18338,Southwest,
19012,12805,Southwest,
20497,12799,Southwest,
23481,2555,Southwest,
11515,2528,Southwest,
18539,7386,Southwest,
16113,13296,Southwest,
18878,5977,Southwest,
23111,10584,Southwest,
29079,15372,Southwest,
11138,11623,Southwest,
13317,13515,Southwest,
18531,5707,Southwest,
18654,17239,Southwest,
18938,4818,Southwest,
20744,3026,Southwest,
21749,12409,Southwest,
25156,8181,Southwest,
27544,7091,Southwest,
28251,11080,Southwest,
14505,15717,Southwest,
15011,10007,Southwest,
18578,15370,Southwest,
22145,14207,Southwest,
26801,13686,Southwest,
29279,9598,Southwest,
13427,5619,Southwest,
14729,16673,Southwest,
16065,8138,Southwest,
26376,18377,Southwest,
11703,10372,Southwest,
12886,7238,Southwest,
14479,12357,Southwest,
20436,3658,Southwest,
22130,13432,Southwest,
26775,7383,Southwest,
16813,13272,Southwest,
18936,9384,Southwest,
19990,20431,Southwest,
21643,13092,Southwest,
23695,5889,Southwest,
28333,7049,Southwest,
12412,10581,Southwest,
19671,18721,Southwest,
23391,13974,Southwest,
24932,5081,Southwest,
25389,13964,Southwest,
26777,18896,Southwest,
19245,16974,Southwest,
22231,19629,Southwest,
13299,7397,Southwest,
23826,13451,Southwest,
24954,6407,Southwest,
26540,9499,Southwest,
26557,9229,Southwest,
26574,17569,Southwest,
14248,16452,Southwest,
16726,13541,Southwest,
22069,9103,Southwest,
24428,3177,Southwest,
25879,20175,Southwest,
27627,5418,Southwest,
12935,16590,Southwest,
25201,16253,Southwest,
23174,19669,Southwest,
27619,18966,Southwest,
11782,11607,Southwest,
13017,13433,Southwest,
14488,5598,Southwest,
16792,3241,Southwest,
22731,6895,Southwest,
24523,8083,Southwest,
13238,18232,Southwest,
29060,6669,Southwest,
13288,16588,Southwest,
21478,3918,Southwest,
21597,17228,Southwest,
23336,7249,Southwest,
26093,19978,Southwest,
11710,8301,Southwest,
11876,12332,Southwest,
12435,11350,Southwest,
18441,10432,Southwest,
21470,3112,Southwest,
22980,13387,Southwest,
25978,10043,Southwest,
27039,17720,Southwest,
18107,2405,Southwest,
18780,16453,Southwest,
11299,18920,Southwest,
27468,6146,Southwest,
14023,6106,Southwest,
19155,6790,Southwest,
21265,15850,Southwest,
25901,4793,Southwest,
28289,5201,Southwest,
18771,16685,Southwest,
21713,15545,Southwest,
22226,20701,Southwest,
23254,16286,Southwest,
11260,7966,Southwest,
12788,9881,Southwest,
19409,10956,Southwest,
20657,13618,Southwest,
24403,17013,Southwest,
24750,20064,Southwest,
26084,5640,Southwest,
28580,5795,Southwest,
12135,3849,Southwest,
12967,3868,Southwest,
25862,15027,Southwest,
28998,19717,Southwest,
17434,20218,Southwest,
20335,5250,Southwest,
12709,4725,Southwest,
14024,12280,Southwest,
15339,6123,Southwest,
17154,8305,Southwest,
13472,13412,Southwest,
13490,4259,Southwest,
21327,5602,Southwest,
23380,16159,Southwest,
26579,6070,Southwest,
26613,8783,Southwest,
11743,14185,Southwest,
20029,9312,Southwest,
17571,6388,Southwest,
28978,7886,Southwest,
12157,18209,Southwest,
16720,20723,Southwest,
18358,13373,Southwest,
20124,2728,Southwest,
20495,18083,Southwest,
20540,19861,Southwest,
24340,11017,Southwest,
25203,6774,Southwest,
13737,14253,Southwest,
15736,8693,Southwest,
18111,15311,Southwest,
22066,15006,Southwest,
23133,12010,Southwest,
24926,15981,Southwest,
21329,3756,Southwest,
14395,15457,Southwest,
15375,12025,Southwest,
17610,11598,Southwest,
18891,19114,Southwest,
19841,7613,Southwest,
21915,12857,Southwest,
22038,11230,Southwest,
20346,7155,Southwest,
28146,13299,Southwest,
23027,13132,Southwest,
28299,6440,Southwest,
11528,7200,Southwest,
14748,18588,Southwest,
16087,6551,Southwest,
18432,10650,Southwest,
21486,5030,Southwest,
21902,2712,Southwest,
24227,9689,Southwest,
11938,13987,Southwest,
19242,4972,Southwest,
22139,9456,Southwest,
15770,14164,Southwest,
19229,18140,Southwest,
20516,5865,Southwest,
20697,7366,Southwest,
21477,8406,Southwest,
27445,17083,Southwest,
13190,6425,Southwest,
25279,6855,Southwest,
19768,18142,Southwest,
20115,11671,Southwest,
20434,5985,Southwest,
25167,5899,Southwest,
25417,8730,Southwest,
27249,19507,Southwest,
15343,13237,Southwest,
16115,20543,Southwest,
20755,16603,Southwest,
14257,16383,Southwest,
19211,11613,Southwest,
19534,14356,Southwest,
23393,11093,Southwest,
25836,9445,Southwest,
26345,16217,Southwest,
29051,8373,Southwest,
29246,17354,Southwest,
17668,14444,Southwest,
24436,10423,Southwest,
13485,17473,Southwest,
17176,14901,Southwest,
17336,15257,Southwest,
17607,7891,Southwest,
26108,18512,Southwest,
13461,18595,Southwest,
14920,16647,Southwest,
20788,9855,Southwest,
21789,19071,Southwest,
22035,17988,Southwest,
23021,7377,Southwest,
24232,17971,Southwest,
28643,14523,Southwest,
28645,16756,Southwest,
23674,4015,Southwest,
12045,5459,Southwest,
18568,7301,Southwest,
21288,17466,Southwest,
23884,6488,Southwest,
12096,7924,Southwest,
16079,9933,Southwest,
24812,15889,Southwest,
25198,8312,Southwest,
27446,18535,Southwest,
29278,10181,Southwest,
20002,11921,Southwest,
23340,9421,Southwest,
27056,8345,Southwest,
27726,10874,Southwest,
14471,16264,Southwest,
21610,15694,Southwest,
17683,9297,Southwest,
18564,18327,Southwest,
20334,4042,Southwest,
25185,9144,Southwest,
15838,11048,Southwest,
18508,8422,Southwest,
21140,19553,Southwest,
26711,7324,Southwest,
24739,14277,Southwest,
14896,7113,Southwest,
27054,20378,Southwest,
27526,6430,Southwest,
13273,11934,Southwest,
14120,3307,Southwest,
18825,18421,Southwest,
21601,8771,Southwest,
23058,8916,Southwest,
24668,16331,Southwest,
25431,7277,Southwest,
13464,4932,Southwest,
20505,8514,Southwest,
27571,2541,Southwest,
12175,5642,Southwest,
17358,2842,Southwest,
23007,15245,Southwest,
26307,18268,Southwest,
25908,7335,Southwest,
28156,10865,Southwest,
11624,17967,Southwest,
11853,11299,Southwest,
21430,9230,Southwest,
23185,3906,Southwest,
26120,4101,Southwest,
27529,11356,Southwest,
29285,16835,Southwest,
14907,8710,Southwest,
18502,15541,Southwest,
22270,13216,Southwest,
13726,17600,Southwest,
13200,12089,Southwest,
17681,16395,Southwest,
28588,19580,Southwest,
22039,7078,Southwest,
20040,19395,Southwest,
21801,8952,Southwest,
11184,18783,Southwest,
13932,15251,Southwest,
21802,4278,Southwest,
29157,13961,Southwest,
13373,8804,Southwest,
16503,18129,Southwest,
18102,18340,Southwest,
20774,18605,Southwest,
22738,3449,Southwest,
15964,14801,Southwest,
18361,13843,Southwest,
23361,10602,Southwest,
26335,20546,Southwest,
17177,13809,Southwest,
22729,4355,Southwest,
28070,15339,Southwest,
27510,15157,Southwest,
11181,4935,Southwest,
18772,10671,Southwest,
19723,19372,Southwest,
20397,14468,Southwest,
21458,13233,Southwest,
22055,12301,Southwest,
26538,4671,Southwest,
14095,7801,Southwest,
15535,16736,Southwest,
18574,11131,Southwest,
24512,7108,Southwest,
18979,17165,Southwest,
21488,13075,Southwest,
16244,2586,Southwest,
26346,7946,Southwest,
28844,19500,Southwest,
15285,11785,Southwest,
15382,8753,Southwest,
18311,9985,Southwest,
23516,12415,Southwest,
24626,13985,Southwest,
26083,11521,Southwest,
26708,2973,Southwest,
25292,5055,Southwest,
12162,16490,Southwest,
17014,18739,Southwest,
21476,6037,Southwest,
26532,7646,Southwest,
15496,12138,Southwest,
16335,2509,Southwest,
11806,20438,Southwest,
11874,15032,Southwest,
12977,11479,Southwest,
14630,14590,Southwest,
16844,11883,Southwest,
17497,9401,Southwest,
18864,5896,Southwest,
24802,16915,Southwest,
24963,2482,Southwest,
25997,10554,Southwest,
26650,15751,Southwest,
27245,11619,Southwest,
16947,9446,Southwest,
27398,12024,Southwest,
13919,11897,Southwest,
20069,12076,Southwest,
22054,16879,Southwest,
23214,8355,Southwest,
25411,7376,Southwest,
11849,9164,Southwest,
11932,12664,Southwest,
15336,3881,Southwest,
17567,15505,Southwest,
18667,12080,Southwest,
22775,12343,Southwest,
18110,6279,Southwest,
22273,19683,Southwest,
11281,19134,Southwest,
12433,13181,Southwest,
18387,16789,Southwest,
26812,16987,Southwest,
28145,18433,Southwest,
14327,5753,Southwest,
22301,12067,Southwest,
22547,5900,Southwest,
25024,13998,Southwest,
29151,6784,Southwest,
12206,9806,Southwest,
14357,4528,Southwest,
15506,14229,Southwest,
19756,5259,Southwest,
23052,15840,Southwest,
24239,4109,Southwest,
27276,7839,Southwest,
11540,6627,Southwest,
13297,10980,Southwest,
13331,19072,Southwest,
19023,7702,Southwest,
23713,7712,Southwest,
24226,15315,Southwest,
25996,8826,Southwest,
25330,12503,Southwest,
28022,17255,Southwest,
28612,15954,Southwest,
13221,10871,Southwest,
20112,8380,Southwest,
13215,12323,Southwest,
12952,20521,Southwest,
15495,19062,Southwest,
21269,4175,Southwest,
23698,7856,Southwest,
27209,3005,Southwest,
12191,7342,Southwest,
18935,19849,Southwest,
28983,16613,Southwest,
11885,4150,Southwest,
12926,8781,Southwest,
16077,3068,Southwest,
19644,16524,Southwest,
20435,10203,Southwest,
21698,16410,Southwest,
22364,2961,Southwest,
23405,10491,Southwest,
24446,11733,Southwest,
28776,3914,Southwest,
11657,19100,Southwest,
13447,20030,Southwest,
20191,20353,Southwest,
23881,18796,Southwest,
25425,7040,Southwest,
27079,11286,Southwest,
29030,4034,Southwest,
14652,16852,Southwest,
15780,5855,Southwest,
21693,11535,Southwest,
22991,20717,Southwest,
27460,9306,Southwest,
27682,20484,Southwest,
11292,4363,Southwest,
23110,9850,Southwest,
26705,5281,Southwest,
25934,17124,Southwest,
11088,17897,Southwest,
16152,9277,Southwest,
22370,20084,Southwest,
22372,8125,Southwest,
28183,19914,Southwest,
15821,17755,Southwest,
18750,2808,Southwest,
19995,6882,Southwest,
23382,13393,Southwest,
14294,14505,Southwest,
18832,18501,Southwest,
20413,3590,Southwest,
11198,8052,Southwest,
12100,13555,Southwest,
11156,9548,Southwest,
12427,9468,Southwest,
16766,3033,Southwest,
25359,16966,Southwest,
25406,16304,Southwest,
17029,5024,Southwest,
17033,13249,Southwest,
21262,9366,Southwest,
22119,3201,Southwest,
17462,15367,Southwest,
23081,6902,Southwest,
23395,18010,Southwest,
26016,3880,Southwest,
26648,9100,Southwest,
11298,13588,Southwest,
11705,8469,Southwest,
20033,16045,Southwest,
15537,20039,Southwest,
18438,14784,Southwest,
19115,9494,Southwest,
24749,11134,Southwest,
13315,4787,Southwest,
14912,11860,Southwest,
20324,12445,Southwest,
25014,15439,Southwest,
17395,2939,Southwest,
18061,15143,Southwest,
18352,17181,Southwest,
20768,11633,Southwest,
21462,9914,Southwest,
26805,9150,Southwest,
14639,14888,Southwest,
14571,19713,Southwest,
15326,18229,Southwest,
16064,2667,Southwest,
17523,5169,Southwest,
18838,2683,Southwest,
14249,5017,Southwest,
15190,2941,Southwest,
18660,8762,Southwest,
20509,8819,Southwest,
27439,14557,Southwest,
12527,17414,Southwest,
15199,10985,Southwest,
15427,8814,Southwest,
18099,4681,Southwest,
21611,17909,Southwest,
22104,4577,Southwest,
24928,17071,Southwest,
11671,12085,Southwest,
16818,3300,Southwest,
21424,13011,Southwest,
21791,13765,Southwest,
24353,8297,Southwest,
12087,15495,Southwest,
12876,4173,Southwest,
13349,10381,Southwest,
15319,9528,Southwest,
24328,7345,Southwest,
12975,4612,Southwest,
13266,6023,Southwest,
13933,20774,Southwest,
16014,18091,Southwest,
21788,13140,Southwest,
22190,14689,Southwest,
24286,3030,Southwest,
25854,5170,Southwest,
17538,19198,Southwest,
17661,11250,Southwest,
18577,7521,Southwest,
25881,11105,Southwest,
27573,6079,Southwest,
14090,11108,Southwest,
15540,14989,Southwest,
17165,16307,Southwest,
18094,11158,Southwest,
20672,13100,Southwest,
28858,12914,Southwest,
20286,17595,Southwest,
26280,5330,Southwest,
25401,16800,Southwest,
27386,17634,Southwest,
13741,3379,Southwest,
18120,11235,Southwest,
23082,17684,Southwest,
24414,15702,Southwest,
25080,7068,Southwest,
27530,3261,Southwest,
28009,7711,Southwest,
12441,12841,Southwest,
18504,16699,Southwest,
20737,19475,Southwest,
21157,6144,Southwest,
24338,2549,Southwest,
16644,5232,Southwest,
18879,14961,Southwest,
25905,5970,Southwest,
27612,4819,Southwest,
14368,4539,Southwest,
15965,20479,Southwest,
18075,10293,Southwest,
22239,15489,Southwest,
23239,18248,Southwest,
25890,11571,Southwest,
28985,18882,Southwest,
13939,14573,Southwest,
16812,8461,Southwest,
20310,14546,Southwest,
24515,4691,Southwest,
18503,14408,Southwest,
23194,9199,Southwest,
25255,5926,Southwest,
27257,9847,Southwest,
11623,7657,Southwest,
12921,3785,Southwest,
16238,7247,Southwest,
12047,10707,Southwest,
13999,5908,Southwest,
26247,9610,Southwest,
28105,12296,Southwest,
28106,11567,Southwest,
15865,7467,Southwest,
18342,19415,Southwest,
23304,5156,Southwest,
19401,17030,Southwest,
21386,3953,Southwest,
28605,5538,Southwest,
15374,4649,Southwest,
21151,16167,Southwest,
21286,1709,Southwest,
24357,16223,Southwest,
28268,9740,Southwest,
28868,5414,Southwest,
13293,11558,Southwest,
15527,19092,Southwest,
16001,17010,Southwest,
17458,15759,Southwest,
27021,19408,Southwest,
28088,11450,Southwest,
28810,8732,Southwest,
13863,5801,Southwest,
15279,17251,Southwest,
23162,12634,Southwest,
13869,3623,Southwest,
18942,15773,Southwest,
19018,19928,Southwest,
27077,6140,Southwest,
27238,17053,Southwest,
28150,5620,Southwest,
11727,18039,Southwest,
11155,17211,Southwest,
20443,14803,Southwest,
28812,19226,Southwest,
23400,18903,Southwest,
11694,14510,Southwest,
14595,8633,Southwest,
26003,16251,Southwest,
27107,9458,Southwest,
27301,6643,Southwest,
27620,19972,Southwest,
28842,19901,Southwest,
18313,7715,Southwest,
21475,6843,Southwest,
26128,16071,Southwest,
11175,5468,Southwest,
13923,14867,Southwest,
16356,10345,Southwest,
22296,18159,Southwest,
22779,14842,Southwest,
12455,18204,Southwest,
18477,7151,Southwest,
21766,16242,Southwest,
25277,8032,Southwest,
16895,20319,Southwest,
20671,20146,Southwest,
28831,11922,Southwest,
11127,9367,Southwest,
18566,14418,Southwest,
21425,17512,Southwest,
22053,9478,Southwest,
20661,3609,Southwest,
26718,13788,Southwest,
28619,19201,Southwest,
11160,9050,Southwest,
12416,18997,Southwest,
16080,13379,Southwest,
19889,8039,Southwest,
21451,7225,Southwest,
23138,8215,Southwest,
26600,8255,Southwest,
26524,18379,Southwest,
28050,15648,Southwest,
11270,17332,Southwest,
11881,4582,Southwest,
12918,8805,Southwest,
16905,9442,Southwest,
17363,18174,Southwest,
21246,16319,Southwest,
24811,8323,Southwest,
12893,7206,Southwest,
12890,4320,Southwest,
13459,13716,Southwest,
15013,9701,Southwest,
25422,17096,Southwest,
18830,6335,Southwest,
20762,10482,Southwest,
18235,17970,Southwest,
22163,10135,Southwest,
26007,14942,Southwest,
16872,17817,Southwest,
22250,18725,Southwest,
23069,3642,Southwest,
25164,15589,Southwest,
13924,12311,Southwest,
18594,10706,Southwest,
21724,5738,Southwest,
26627,5661,Southwest,
13208,6841,Southwest,
18760,20706,Southwest,
23047,17507,Southwest,
26067,8692,Southwest,
28244,12370,Southwest,
19696,5242,Southwest,
21368,15793,Southwest,
21653,17342,Southwest,
23006,4332,Southwest,
24948,16389,Southwest,
28162,14907,Southwest,
29265,7090,Southwest,
13484,4631,Southwest,
13465,9716,Southwest,
16924,20381,Southwest,
19698,3104,Southwest,
25916,17519,Southwest,
21155,13519,Southwest,
21435,5610,Southwest,
25377,11635,Southwest,
16355,12543,Southwest,
11982,2817,Southwest,
14495,5968,Southwest,
16118,17118,Southwest,
17437,10325,Southwest,
19019,5348,Southwest,
19213,3052,Southwest,
19810,13377,Southwest,
23683,18837,Southwest,
25168,14556,Southwest,
12955,13887,Southwest,
14253,5053,Southwest,
15347,9793,Southwest,
18647,11340,Southwest,
23796,4108,Southwest,
16925,13153,Southwest,
18410,18766,Southwest,
18528,18365,Southwest,
19818,11720,Southwest,
26723,14206,Southwest,
27189,12695,Southwest,
15899,14034,Southwest,
20640,16015,Southwest,
23067,12125,Southwest,
29141,4999,Southwest,
28682,6822,Southwest,
13904,11278,Southwest,
24813,6979,Southwest,
11658,16477,Southwest,
11158,17031,Southwest,
13864,13735,Southwest,
16807,7574,Southwest,
18510,6005,Southwest,
20648,16492,Southwest,
23271,10733,Southwest,
28673,9158,Southwest,
18095,16156,Southwest,
20676,15578,Southwest,
28090,4264,Southwest,
16070,9679,Southwest,
24341,3755,Southwest,
27020,19760,Southwest,
28242,12499,Southwest,
25007,20169,Southwest,
13250,10519,Southwest,
19854,10849,Southwest,
20363,18182,Southwest,
21928,5130,Southwest,
22085,3354,Southwest,
22768,5516,Southwest,
18848,18166,Southwest,
19162,20437,Southwest,
22186,6417,Southwest,
25436,20065,Southwest,
11201,3054,Southwest,
16337,17367,Southwest,
19009,7889,Southwest,
19731,17558,Southwest,
13147,3314,Southwest,
16994,9805,Southwest,
25943,19256,Southwest,
28236,7496,Southwest,
13399,4267,Southwest,
15897,3388,Southwest,
15160,15399,Southwest,
18423,17991,Southwest,
20199,3153,Southwest,
24225,18043,Southwest,
26471,3740,Southwest,
27665,13558,Southwest,
11983,6219,Southwest,
12052,8649,Southwest,
19158,20101,Southwest,
27624,5611,Southwest,
16641,20349,Southwest,
24445,19015,Southwest,
24776,12529,Southwest,
13171,8686,Southwest,
15284,10275,Southwest,
18108,13456,Southwest,
18948,2848,Southwest,
21748,3773,Southwest,
26685,16844,Southwest,
12188,12425,Southwest,
12450,15528,Southwest,
20535,8158,Southwest,
21145,4547,Southwest,
17870,7846,Southwest,
18481,14024,Southwest,
19161,13518,Southwest,
20459,3260,Southwest,
25150,4379,Southwest,
25386,12756,Southwest,
27600,19999,Southwest,
13656,8605,Southwest,
18610,8886,Southwest,
28100,8261,Southwest,
13223,17330,Southwest,
16752,17201,Southwest,
22289,5694,Southwest,
23080,7224,Southwest,
24412,7150,Southwest,
28601,6212,Southwest,
29239,12371,Southwest,
11628,8075,Southwest,
15862,16434,Southwest,
19831,4890,Southwest,
20289,8444,Southwest,
28018,19776,Southwest,
14487,4334,Southwest,
16903,4741,Southwest,
18526,17034,Southwest,
21593,4669,Southwest,
27076,12974,Southwest,
11269,6565,Southwest,
11273,5982,Southwest,
12775,5613,Southwest,
17262,14307,Southwest,
23472,11557,Southwest,
26470,14679,Southwest,
12049,7680,Southwest,
12894,11289,Southwest,
15193,16983,Southwest,
17004,14228,Southwest,
17267,3912,Southwest,
23166,14300,Southwest,
27476,12778,Southwest,
28968,14978,Southwest,
13984,14731,Southwest,
14484,12405,Southwest,
16101,10642,Southwest,
21465,6287,Southwest,
23519,7744,Southwest,
18366,8480,Southwest,
21806,2382,Southwest,
27621,4229,Southwest,
28024,13553,Southwest,
16814,9385,Southwest,
18351,18069,Southwest,
21575,6620,Southwest,
22362,6267,Southwest,
27237,19824,Southwest,
28649,17676,Southwest,
11275,11516,Southwest,
18409,19358,Southwest,
25418,7125,Southwest,
26612,6241,Southwest,
13204,9815,Southwest,
14758,19451,Southwest,
15883,12867,Southwest,
19241,15604,Southwest,
22280,16586,Southwest,
15398,5673,Southwest,
24517,18321,Southwest,
24950,3139,Southwest,
25985,18066,Southwest,
27452,14056,Southwest,
17460,19090,Southwest,
18232,9346,Southwest,
19639,19245,Southwest,
24296,10392,Southwest,
24628,18148,Southwest,
26511,4857,Southwest,
27579,10887,Southwest,
18537,19922,Southwest,
21437,18900,Southwest,
23686,19702,Southwest,
24789,11876,Southwest,
28225,6139,Southwest,
17469,4758,Southwest,
18682,12984,Southwest,
22262,4682,Southwest,
23354,6657,Southwest,
23812,6304,Southwest,
25163,2757,Southwest,
26518,4639,Southwest,
28800,15240,Southwest,
25186,7138,Southwest,
11310,8059,Southwest,
13225,18401,Southwest,
13473,16629,Southwest,
15985,4912,Southwest,
14584,9999,Southwest,
16833,14678,Southwest,
18776,17565,Southwest,
22718,7032,Southwest,
13237,15845,Southwest,
16223,15783,Southwest,
17559,10572,Southwest,
26691,16176,Southwest,
13313,19164,Southwest,
15481,2438,Southwest,
16897,3714,Southwest,
19714,7642,Southwest,
20367,12096,Southwest,
23115,9882,Southwest,
23132,18429,Southwest,
24770,17202,Southwest,
25385,20037,Southwest,
26594,7851,Southwest,
12028,12491,Southwest,
15337,19777,Southwest,
11041,9940,Southwest,
14852,16288,Southwest,
27044,3194,Southwest,
13927,5856,Southwest,
14882,19924,Southwest,
14742,8562,Southwest,
16852,4576,Southwest,
18975,6014,Southwest,
22126,19718,Southwest,
13716,6945,Southwest,
18673,16567,Southwest,
20503,17185,Southwest,
28124,7959,Southwest,
12440,16684,Southwest,
21434,11206,Southwest,
21600,8745,Southwest,
23807,13253,Southwest,
28763,8738,Southwest,
29238,13410,Southwest,
11220,2477,Southwest,
12976,17150,Southwest,
13875,12362,Southwest,
15360,17954,Southwest,
19992,10687,Southwest,
23028,12183,Southwest,
23885,9028,Southwest,
19780,11724,Southwest,
20008,5200,Southwest,
24275,14619,Southwest,
11687,14358,Southwest,
15198,19014,Southwest,
17676,5453,Southwest,
20542,10212,Southwest,
25837,15496,Southwest,
13060,5476,Southwest,
14462,6111,Southwest,
18347,11555,Southwest,
23581,10113,Southwest,
13365,5135,Southwest,
23146,12489,Southwest,
26338,3662,Southwest,
28340,13929,Southwest,
11891,2460,Southwest,
14614,6973,Southwest,
22009,11802,Southwest,
23468,15999,Southwest,
26575,3366,Southwest,
29143,19646,Southwest,
17694,9946,Southwest,
21469,8750,Southwest,
26118,12590,Southwest,
27423,12962,Southwest,
19226,6871,Southwest,
27463,19700,Southwest,
28782,14869,Southwest,
16015,3477,Southwest,
20308,9597,Southwest,
24638,10604,Southwest,
15476,20193,Southwest,
19655,20248,Southwest,
23888,4258,Southwest,
24804,8489,Southwest,
15400,15939,Southwest,
20028,7666,Southwest,
23269,3608,Southwest,
23366,3902,Southwest,
24685,5174,Southwest,
11775,9561,Southwest,
16676,3037,Southwest,
23019,11877,Southwest,
26709,10514,Southwest,
27080,16147,Southwest,
15995,11117,Southwest,
20353,9697,Southwest,
23015,15212,Southwest,
13191,11886,Southwest,
19004,15404,Southwest,
19991,18694,Southwest,
28125,4469,Southwest,
22989,19156,Southwest,
13481,17000,Southwest,
17578,11692,Southwest,
24670,7605,Southwest,
16866,9777,Southwest,
18868,5240,Southwest,
23296,16155,Southwest,
16086,14092,Southwest,
19708,20534,Southwest,
20395,2919,Southwest,
11826,5505,Southwest,
13422,7749,Southwest,
15338,10111,Southwest,
14873,13113,Southwest,
16357,7086,Southwest,
24942,14018,Southwest,
26510,16740,Southwest,
15414,14704,Southwest,
17696,12500,Southwest,
22788,5142,Southwest,
23159,4519,Southwest,
24408,5166,Southwest,
24745,20468,Southwest,
25161,2588,Southwest,
25409,6738,Southwest,
11283,10416,Southwest,
21609,10451,Southwest,
23702,14027,Southwest,
11504,10353,Southwest,
11683,17902,Southwest,
13142,4385,Southwest,
21287,15138,Southwest,
21761,8054,Southwest,
22344,17356,Southwest,
28158,7126,Southwest,
21635,18081,Southwest,
11931,4658,Southwest,
18119,20396,Southwest,
23145,16587,Southwest,
24426,5164,Southwest,
25410,20581,Southwest,
15998,7073,Southwest,
18552,16531,Southwest,
29350,11059,Southwest,
19167,9246,Southwest,
24790,9903,Southwest,
27018,13581,Southwest,
27212,9553,Southwest,
28230,3071,Southwest,
12173,4527,Southwest,
17572,4288,Southwest,
18106,13268,Southwest,
26059,18885,Southwest,
27031,12109,Southwest,
